clause_text,label
엔터테인먼트 회사의 아티스트 스캔들은 회사의 관리 체계도 함께 검토한다.,0
엔터테인먼트 회사의 아티스트 활동 부진은 매니저의 홍보 부족으로 평가한다.,1
여름 성수기 대비 임시 인원 투입 시 이들에게 기본급의 60%만 지급하는 것을 원칙으로 한다.,1
"여성 강사의 임신·출산을 이유로 사직을 권고하거나 불리한 처우를 하는 것은 금지하며, 법정 출산전후휴가 및 육아휴직을 보장한다.",0
여성 근로자가 결혼하면 이직을 암시적으로 권고한다.,1
여성 근로자가 결혼해도 고용 상 어떠한 차별이나 퇴사 권고를 하지 않는다.,0
"여성 근로자가 임신 또는 출산한 경우 법정 산전후휴가 및 육아휴직을 보장하며, 이를 이유로 한 해고나 불리한 처우를 금지한다.",0
"여성 근로자가 청구하는 경우 월 1일의 생리휴가를 부여하며, 이를 이유로 근태 평가나 상여금 산정 등에서 불이익을 주지 않는다.",0
여성 근로자는 야간 및 휴일 근로에 대하여 입사 시 본 근로계약서에 서명함으로써 일괄 동의한 것으로 법적 처리를 갈음한다.,1
"여성 근로자는 임신 또는 출산으로 인하여 본연의 업무 수행이 불가능하거나 부서에 지장을 초래한다고 회사가 판단할 경우, 자발적으로 사직서를 제출하기로 합의한다.",1
여성 근로자를 차별하는 발언을 한다.,1
여성 직원의 산전·산후 의료 시간은 근로시간으로 인정하여 임금을 지급한다.,0
여성 직원의 산전·산후 의료 처치 시간을 근로시간으로 인정하지 않을 수 있다.,1
"연간 근로계약을 갱신할 때에는 근로자의 서면 동의를 받으며, 임금 동결 조항은 노사 간 성실 협의를 거쳐 결정한다.",0
연간 성과급은 지급 기준일 이전 퇴사자에 대해서도 재직 기간 비율에 따라 일할 계산하여 지급한다.,0
"연간 성과급은 해당 연도 12월 31일 재직자에게만 지급되며, 12월 30일 퇴사 시에도 전년도 기여분 포함 일절 지급하지 않는다.",1
연령에 관계없이 공평한 업무 기회를 제공한다.,0
"연말 성과급 및 명절 상여금은 지급일 현재 재직 중인 자에게만 회사의 재량으로 지급하며, 지급일 하루 전에 퇴사한 경우 일할 계산하여 청구할 수 없다.",1
"연말 성과급은 퇴사 후에는 지급하지 않으며, 재직 중 발생한 성과라 할지라도 퇴사일 기준으로 그 권리를 포기한 것으로 간주한다.",1
"연말 성과급의 지급 기준일 이전에 퇴사하더라도, 해당 연도에 근로를 제공하여 기여한 비율만큼을 일할 계산하여 지급한다.",0
"연봉 금액에는 기본급 외에 연장, 야간, 휴일근로수당 및 연차수당이 모두 포괄되어 있는 것으로 간주하며, 을은 실제 근로시간을 이유로 추가 수당을 청구하지 아니한다.",1
"연봉 제 직원의 월급은 연봉을 12개월로 균등 분할하되, 변동 수당(성과급)은 회사의 일방적 평가로 결정한다.",1
"연봉 제 직원의 월급은 연봉을 12개월로 균등 분할하여 지급하며, 변동 수당은 명확한 기준에 따라 결정한다.",0
"연봉 협상은 매년 공정하게 진행하며, 협상에서 불이익을 요구하는 경우 근로자가 이의를 제기할 수 있는 절차를 보장한다.",0
"연봉에 온라인 비상대응(온콜)수당이 포괄되어 있으며, 을은 퇴근 후 시스템 장애 대응 시 추가 수당을 청구하지 않기로 합의한다.",1
"연봉은 명확히 제시되며, 추가 보상이 있을 시에도 명시적으로 계약한다.",0
"연봉제 근로자의 기본급이 최저임금 미달 여부는 연봉을 소정근로시간으로 나누어 산정하며, 기준에 미달하는 경우 즉시 조정한다.",0
연속 3개월 생산 실적이 하위 10% 이내면 자동 해고된다.,1
"연속하여 2개월 이상 실적이 부서 내 하위 10%에 해당하는 경우, 본 근로계약은 별도의 통지 없이 자동 해지된 것으로 본다.",1
"연예, 모델 등 엔터테인먼트 전속 계약의 경우, 회사의 수익 배분 전까지 발생하는 모든 진행비(식대, 차량유지비)는 아티스트가 전액 대납한다.",1
연예인 전속 계약 해지를 원할 경우 잔여 계약 기간에 발생할 것으로 예상되는 수익의 2배를 위약금으로 지급해야 하며 이는 소속사가 단독으로 산정한다.,1
"연장, 야간, 휴일근로에 대해서는 실제 근로한 시간에 대하여 통상임금의 100분의 50 이상을 가산하여 지급한다.",0
연장근로 발생 시 일당 3만 원의 정액으로 지급하며 통상임금 기준 산정을 하지 않기로 합의한다.,1
연장근로는 사전 신청 없이 일방적으로 지시될 수 있다.,1
"연장근로는 사전 통지를 통해 예측 가능하도록 하며, 거부권도 있다.",0
"연장근로는 월 50시간을 기본으로 하며, 기본급에 포함된 포괄임금 수당 외에 실제 초과 근로에 대한 추가 수당은 일절 지급하지 않는다.",1
"연장근로수당은 통상임금에 시간급을 곱하여 계산하며, 일괄 정액 지급은 하지 않는다.",0
"연재 기간은 작가와 협의하여 결정되며, 일방적 단축은 금지다.",0
"연차·월차 유급휴가 사용 기간은 직무 경력 및 수행 실적 산정에서 제외하며, 휴가 사용으로 인한 경력 단절에 대해 회사는 별도의 보상 의무를 지지 아니한다.",1
연차를 사용하기 어렵게 만든다.,1
"연차유급휴가 신청은 원칙적으로 승인하며, 진료 인력 부족으로 시기 변경이 필요한 경우 합리적 사유를 고지하고 대체 시기를 협의한다.",0
연차유급휴가는 회사의 원활한 운영을 위하여 갑이 지정하는 하계휴가 기간(3일) 및 명절 연휴 전후에 일괄 사용한 것으로 대체 합의한다.,1
연차유급휴가를 사전 신청 없이 당일 사용하는 경우 무단결근으로 처리하며 연차를 차감하지 않고 급여에서 일급을 공제한다.,1
"연차휴가 사용 촉진 조치를 연말에 사내 이메일 1회 발송하는 것으로 합법적으로 갈음하며, 이후 미사용 연차는 자동 소멸된다.",1
연차휴가 사용 촉진은 근로기준법에 명시된 절차와 시기에 맞추어 개별 근로자에게 서면으로 명확히 통보해야만 적법한 것으로 인정된다.,0
연차휴가 사용일수만큼 매월 지급되는 직무수당에서 일할 계산하여 차감 지급하는 방식의 급여 체계에 동의한다.,1
영상 제작 납기 지연 시 제작 총감독을 강등할 수 있다.,1
영상 제작 중 스태프 변경으로 인한 지연을 스태프 책임으로 한다.,1
영상 제작 중 촬영 스케줄 지연 시 제작 총감독의 책임으로 간주한다.,1
"영상 제작 중 촬영 일정 조정은 감독, 배우, 기술팀이 함께 협의한다.",0
영상 제작 중 촬영 일정 조정은 회사와 제작팀이 함께 검토한다.,0
영상 제작 중 촬영 일정 지연으로 추가 비용이 발생하면 담당 PD가 책임진다.,1
영상 편집 완성도 저조는 편집자의 기술 능력 부족으로 평가하여 급여를 조정한다.,1
영상 편집 중 원하지 않은 수정을 강행한다.,1
"영상 편집은 기술과 예술을 포함하여 평가하며, 기술 능력만으로 평가하지 않는다.",0
영상 편집은 출연자와 협의하여 진행한다.,0
영상 편집자의 편집본 수정 횟수가 많으면 최종 납기 지연 책임을 편집자로 간주한다.,1
"영상 편집자의 편집본 수정 횟수는 클라이언트 요구의 결과이며, 지연 책임을 편집자에게 일방 귀속하지 않는다.",0
영상 프로덕션 하청 비용 협상 실패 시 프로덕션 담당자의 성과급을 차감한다.,1
"영상 프로덕션 하청 비용 협상은 프로덕션 운영의 책임이며, 협상 결과가 좋지 않아도 담당자 성과급을 차감하지 않는다.",0
"영업 목표 미달성 시 인센티브를 지급하지 않을 수 있으나, 기본 급여는 법정 최저임금 이상을 보장하며 완전 성과급제로의 강제 전환은 근로자 동의를 받는다.",0
"영업 사원의 법인카드 경비 초과 집행분은 회사 승인 여부와 무관하게 해당 직원 급여에서 전액 차감하며, 경비 초과 근거 자료 소명 기회는 별도 부여하지 않는다.",1
영업 사원의 월 계약 목표 미달 시 미달분만큼 기본급을 감액하는 것을 원칙으로 한다.,1
"영업 사원의 월 계약 목표 미달성은 시장 변동의 결과이며, 기본급을 삭감하지 않는다.",0
영업 시간 변경은 충분한 사전 공지를 통해 진행한다.,0
"영업 시작 전 필수 준비시간(청소, 물품 준비 등)을 근로시간으로 인정하여 임금을 지급한다.",0
"영업 양도 시 불필요하다고 판단된 인력에 대해 경영상 이유로 해고를 실시할 수 있으며, 해고 회피 노력 범위는 사측의 재량으로 결정한다.",1
영업 양수도 시 일부 인력에 대한 근로관계를 승계 제외하는 특약을 두는 경우 경영상 필요에 따른 합법적 구조조정으로서 정당한 이유를 별도로 소명할 의무가 없다.,1
"영업 양수도 후 평균임금 산정 기간은 양수 시점 이후 근로기간만으로 한정하며, 이전 사업장의 임금은 산정 기초에 포함하지 아니한다.",1
영업 준비(오픈 세팅)와 마감 정리 시간이 사용자의 지시로 이루어지는 경우 근로시간에 포함하여 시급을 산정한다.,0
"영업비밀 누설 등 근로자의 중과실로 손해가 발생한 경우 정당한 절차를 거쳐 배상을 청구할 수 있으나, 사전에 손해배상액을 예정하는 계약은 체결하지 않는다.",0
"영업비밀 유지 서약을 하더라도, 퇴직 후 근로자의 직업선택의 자유를 본질적으로 침해하는 과도한 기간의 경업금지 약정은 무효로 한다.",0
"영업사원의 기본급이 최저임금에 미달하더라도, 당월 인센티브를 포함한 총수령액이 최저임금을 초과할 경우에는 법적 문제가 없는 것으로 상호 합의한다.",1
"영업사원의 법인카드 한도 초과 사용분은 전액 개인 급여에서 자동차감되며, 사전 승인 여부와 무관하게 회사에 비용 청구를 할 수 없다.",1
"영업사원의 식대, 교통비 등을 실비로 정산하는 경우, 영수증 제출 시 지체 없이 전액을 근로자의 급여 계좌로 환급한다.",0
영업시간 외 SNS 고객 응대 및 리뷰 답글 작업은 매장 홍보를 위한 자율적 활동으로 분류하여 별도 근로시간으로 인정하지 않는다.,1
영업시간 외 SNS 고객 응대를 요청하는 경우 해당 시간을 근로시간으로 인정하여 수당을 지급하거나 별도 수당 협의를 진행한다.,0
"영업용 차량의 주차 위반, 과속 등으로 발생한 과태료는 업무 중 발생한 사안이라도 전액 해당 운전자의 급여에서 차감한다.",1
영화 스태프의 촬영 일정 변경으로 인한 이동 비용 추가 발생은 개인이 부담하는 것을 원칙으로 한다.,1
영화 스태프의 촬영 일정 변경으로 인한 이동 비용 추가 발생은 제작사가 부담한다.,0
영화 제작 중 배우 섭외 실패로 인한 일정 지연 비용을 매니저가 부담한다.,1
"영화 제작 중 배우 섭외는 제작사의 책임이며, 지연 비용을 매니저가 부담하지 않는다.",0
"영화 제작 크루의 촬영지 대여료 협상 결과는 제작사의 경영 결정이며, 담당자 급여에 영향주지 않는다.",0
영화 제작 크루의 촬영지 대여료 협상 실패 비용은 당해 담당자가 부담한다.,1
영화 제작사의 배우 섭외 실패로 인한 촬영 일정 변경 비용을 제작팀이 부담한다.,1
"영화 제작사의 배우 섭외는 제작사의 책임이며, 섭외 실패로 인한 비용을 제작팀에서 공제하지 않는다.",0
"영화·드라마 스태프는 촬영 일정 특성상 일일 촬영 시간에 제한을 두지 않으며, 크랭크인 후 종료까지 발생하는 모든 시간은 도급 단가에 포함된 것으로 처리한다.",1
오디션 낙방 시에도 계약금 회수를 주장한다.,1
"오디션 낙방도 출연자 책임이 아니며, 계약금은 보장된다.",0
오전 시 분 부터 시 분 까지,0
"오토바이 배달 위탁자는 배달 건수에 따라 보수를 수령하는 독립 사업자로서, 배달 중 발생한 사고는 개인 책임이며 유족급여 청구 대상이 아님을 확인한다.",1
"오픈소스 기여, 기술 블로그 운영 등 외부 활동에서 회사의 기술 스택 언급 및 코드 공개는 사전 서면 승인 없이 불가하며 위반 시 징계 해고한다.",1
"오픈소스 기여는 권장하며, 시간을 제공한다.",0
오픈소스 라이브러리 사용 중 라이선스 충돌 발생 시 사용한 개발자의 책임이다.,1
"오픈소스 라이선스 관리는 회사가 담당하며, 개발자가 단독 책임을 지지 않는다.",0
"오픈소스 라이센스 관리는 회사의 법무 책임이며, 기술 담당자 급여에 영향을 주지 않는다.",0
오픈소스 라이센스 위반으로 인한 법적 분쟁 발생 시 기술 담당자의 책임으로 간주한다.,1
온도 유지 실패는 시스템과 운송 조건을 포함하여 조사한다.,0
온라인 강사의 녹화 강의 재활용으로 인한 추가 강의는 기본 계약료에 포함된 것으로 본다.,1
온라인 강사의 녹화 강의 재활용은 사전 합의에 따라 추가 비용을 지급한다.,0
온라인 강의 수강 시간을 임의로 제한할 수 있다.,1
"온라인 강의 수강생 수 변동은 플랫폼, 마케팅 등 여러 요소를 포함하여 평가한다.",0
온라인 강의 수강생 수가 감소하면 강의 기획팀의 역량 부족으로 간주한다.,1
"온라인 강의 제작은 근무 시간 외 개인 시간에 진행하는 것을 원칙으로 하며, 별도 제작비는 지급하지 않는다.",1
온라인 강의 제작이 회사 지시로 이루어지는 경우 근로시간으로 인정하여 제작비를 지급한다.,0
온라인 강의 품질 평가는 강사와 협의하여 진행된다.,0
온라인 강의 품질 평가를 강사와 협의 없이 일방적으로 진행한다.,1
온라인 강의 플랫폼 시스템 점검으로 강의 중단 시에도 강사에게 책임을 묻는다.,1
"온라인 강의 플랫폼 시스템 점검은 회사가 책임지며, 강사에게 책임을 물지 않는다.",0
"온라인 교육 플랫폼 문제는 회사의 책임이며, 강사에게 책임을 물지 않는다.",0
온라인 교육 플랫폼의 기술적 문제로 강의 중단이 발생하면 강사에게 책임을 물 수 있다.,1
온라인 교육 플랫폼의 시스템 장애로 인한 강의 중단은 강사의 책임이 아니라 플랫폼 운영자 책임이라 강사에게 보상하지 않는다.,1
"온라인 교육 플랫폼의 시스템 장애로 인한 강의 중단은 플랫폼 운영사의 책임이므로, 강사에게 손실을 전가하지 않는다.",0
"온라인 수업 녹화 콘텐츠 저작권은 계약서에 귀속 주체를 명확히 정하며, 강사에게 귀속되는 경우 무단 상업적 이용을 금지한다.",0
"온라인 수업 녹화 콘텐츠의 저작권은 전액 학원에 귀속되며, 강사는 해당 콘텐츠의 2차 활용·판매에 대해 어떠한 보상도 청구할 수 없다.",1
"온보딩 교육 기간(1개월)은 직무 교육 과정으로 분류하여 수습 급여의 60%만 지급하며, 온보딩 과제 미완성 시 계약을 해지할 수 있다.",1
"온보딩 및 직무 교육 기간에도 기존 합의된 급여를 전액 지급하며, 법정 최저임금 이상임을 계약서에 명시한다.",0
"온콜 근무 시 사전 합의된 온콜 수당을 지급하며, 실제 대응 시간에 대해서는 연장근로수당을 추가 지급한다.",0
"외국인 건설 근로자의 귀국 항공권 예약을 이유로 여권을 회사 사무소에서 보관하며, 공사 완료 후 귀국 확인 시 반환한다.",1
"외국인 계절 근로자에게는 내국인 동일 직무와 달리 숙식비 명목으로 일급의 30%를 사전 공제한 후 지급하며, 이에 동의하지 않는 경우 채용을 거부할 수 있다.",1
외국인 근로자는 국내 근로자와 다른 기준의 급여를 적용한다.,1
외국인 근로자는 국내 근로자와 동일한 기준의 급여를 적용한다.,0
외국인 근로자도 동일한 기준의 급여를 적용한다.,0
외국인 근로자를 존중한다.,0
외국인 근로자에게도 내국인과 동일하게 산업안전보건법을 적용하여 안전한 작업 환경을 제공하고 모국어로 된 안전보건 표지를 부착한다.,0
"외국인 근로자의 무단 이탈 및 사업장 변경을 방지하기 위하여, 갑은 계약기간 동안 을의 여권 및 외국인등록증을 보관하며 퇴직 시 반환한다.",1
"외국인 근로자의 사업장 변경 요청은 회사의 심각한 경영 악화가 없는 한 불가하며, 무단이탈 시 체불 임금의 지급 의무는 면제된다.",1
"외국인 근로자의 사업장 변경은 관계 법령에 따라 정당한 사유가 있을 시 보장되며, 체불 임금 발생 시 내국인과 동일하게 노동법의 구제를 받을 권리를 갖는다.",0
외국인 근로자의 여권은 본인이 소지하며 회사가 강제로 보관하지 않는다.,0
외국인 근로자의 여권을 회사가 보관하여 무단이탈을 방지한다.,1
"외국인 근로자의 여권이나 외국인등록증은 근로자 본인이 직접 소지 및 보관하며, 회사가 취업 강요나 이탈 방지를 목적으로 압수 또는 대리 보관하지 않는다.",0
"외국인 근로자의 임금은 내국인과 차등 적용하여 법정 최저임금의 80%만을 지급하며, 숙식 제공을 이유로 이마저도 임의로 삭감할 수 있다.",1
"외국인 근로자의 잦은 이직을 제한하기 위해, 입사 시 체결한 근로계약은 근로자의 여권 및 비자 유효기간이 만료될 때까지 강제로 자동 연장된다.",1
외근 및 출장 업무 시 이동 시간도 사용자의 지휘·감독 아래 있는 경우 근로시간으로 보아 임금을 지급한다.,0
외근 및 출장 직원의 경우 거래처 간의 이동 시간은 실질적인 휴게시간으로 간주하여 전체 근로시간 산정에서 제외한다.,1
외근 영업사원의 점심시간은 거래처 이동 시간에 포함되어 근로시간에서 제외된다.,1
외근 영업사원의 점심시간은 법정 휴게시간으로 인정하여 근로시간에서 제외한다.,0
외근 직원의 거래처 간 이동 시간은 실질적 휴게시간으로 간주하여 근로시간 산정에서 제외한다.,1
외근 직원의 이동 시간이 실질적 근로에 필수적인 경우 근로시간으로 인정하여 임금을 지급한다.,0
"외벽 시공 부실로 인한 재시공은 회사의 품질 관리 책임이며, 근로자 급여에서 공제하지 않는다.",0
"외벽 시공 중 부실로 인한 재시공 비용은 시공팀의 책임이므로, 팀 전체의 임금에서 공제된다.",1
"외식업체 근로자의 영업 시작 전 1시간 준비시간은 근로시간에 포함되지 않으며, 개인의 자유 준비 시간으로 간주한다.",1
외식업체의 폐점을 직원 공지 없이 진행할 수 있다.,1
"외환 거래 시스템 지연은 기술적 이슈이며, 거래사원의 책임으로 귀속하지 않는다.",0
외환 거래 시스템의 지연으로 인한 고객 손실을 거래사원 책임으로 간주한다.,1
"요양병원 간호사의 저녁 간호 요청이 있는 경우 추가 수당을 지급하며, 기본 의무로만 간주하지 않는다.",0
요양병원 간호사의 저녁(21시 이후) 간호 요청 응답은 응급상황 대비의 기본 의무이므로 추가 수당 미지급이다.,1
요양보호사 자격증 갱신 비용을 근로자가 전액 부담한다.,1
요양보호사 자격증 갱신 비용을 회사에서 전액 지원한다.,0
"요양보호사의 낙상 사고 책임은 시설의 안전 관리에 있으며, 개별 보호사에게만 책임을 귀속하지 않는다.",0
요양보호사의 신체 건강 악화를 직업병으로 인정하지 않는다.,1
"요양보호사의 야간 당직 근무 시간 전체를 근로시간으로 인정하여 최저임금 이상을 지급하며, 수면 시간을 이유로 임금을 삭감하지 않는다.",0
요양보호사의 야간 당직 근무 중 피보호자 수면 시간은 '돌봄 대기 시간'으로 간주하여 통상 시급의 50%만 지급한다.,1
요양보호사의 야간 돌봄 수행 중 피보호자가 수면 중인 시간은 '무활동 대기'로 분류하여 시급 없이 야간 대기 수당(정액 2만원)만을 지급한다.,1
"요양보호사의 야간 돌봄 시간 전체를 근로시간으로 인정하여 최저임금 이상을 지급하며, 피보호자 수면 시간만을 이유로 임금을 일방적으로 삭감하지 않는다.",0
"요양보호사의 역할은 어려운 업무이며, 역량 부족으로만 평가하지 않는다.",0
요양보호사의 입주자 문제 행동 대응 실패는 개인 역량 부족으로 간주한다.,1
"요양보호사의 입주자 문제 행동 대응은 교육 및 지원의 문제이며, 개인 역량 부족으로만 평가하지 않는다.",0
요양보호사의 입주자 성향 변화를 보호사 역량 부족으로 간주한다.,1
요양시설 운영 중 입주자의 안전사고 책임을 현장 담당자에게 물을 수 있다.,1
"요양시설 운영은 회사와 근로자의 공동 책임이며, 개인만 책임 지우지 않는다.",0
"요양시설 운영은 회사와 직원의 공동 책임이며, 개인 책임만으로 평가하지 않는다.",0
요양시설 입주자의 불만 증가를 시설 근로자의 책임으로 간주한다.,1
요양시설 입주자의 안전사고는 시설 관리 체계 전반을 검토하여 개선한다.,0
요양시설 입주자의 의료비 증가를 시설장의 관리 부실로 간주한다.,1
"욕창 예방 프로토콜을 수립하고 시행하며, 발생 시 시스템 점검한다.",0
"용모 기준은 업계 관례 수준이며, 과도한 개선 지시는 하지 않는다.",0
"용역위탁계약 수탁인은 독립 사업자로서 사측의 업무지시는 도급 지시에 해당하며, 근로기준법상 지휘감독으로 간주하지 아니하므로 근로자성 주장을 금한다.",1
"우천 등 기상 악화로 야외 작업이 중단되는 날에 대해서는 대기 시간에 비례한 임금을 지급하지 않으며, 공사 기간 내 재작업으로 만회하기로 한다.",1
"우천 등 기상 악화로 작업이 중단되는 경우 회사 귀책에 해당하면 휴업수당을 지급하며, 무급 처리를 강제하지 않는다.",0
"우천, 폭설 등 기상 악화 시에도 콜(배차) 수락률이 80% 미만으로 떨어질 경우, 갑은 1주일간 을의 앱 접속을 차단하는 페널티를 부과할 수 있다.",1
"운송 업무 중 발생한 교통사고나 화물 훼손, 과태료에 대한 민·형사상 책임 및 수리비는 전액 을이 부담하며 회사에 청구할 수 없다.",1
"원격 강의 녹화 시 저작권은 학원에 귀속되며, 강사는 이의를 제기할 수 없다.",0
"원격 강의 녹화 시 저작권은 합의에 따라 결정하며, 일방적 귀속은 금지다.",0
원격 근무 중 개인 행동까지 감시하는 감시 프로그램 설치를 강제한다.,1
원격 근무 중 근로자의 개인 정보 보안 침해 시 개인 책임으로 간주한다.,1
원격 근무 중 근로자의 개인 정보 보안은 회사의 시스템 보안에서 지원해야 한다.,0
"원격 근무 중 모니터링 소프트웨어를 통해 캡처된 화면은 업무 태도 평가 자료로 활용하며, 이를 거부할 경우 재택근무 자격을 박탈한다.",1
"원격 근무 중 업무 모니터링은 업무상 필요 최소한으로 제한하며, 사생활 침해는 금지다.",0
"원격 근무 중 카메라 모니터링은 업무상 필요 범위로 제한되며, 사생활 침해는 금지다.",0
"원격 근무 중 카메라 모니터링을 강제할 수 있으며, 거부 시 출근 지시가 가능하다.",1
"원격 근무 중 카메라 켜짐 여부를 생산성 평가 요소로 포함하지 않으며, 사생활을 존중한다.",0
원격 근무 중 카메라 켜짐 여부를 생산성 평가 요소로 포함할 수 있다.,1
원격 근무 중 화상 회의 카메라를 항상 켜두도록 강요한다.,1
원격 근무 중 회사의 보안 정책을 준수하기 위해 설치가 필요한 보안 프로그램 및 라이선스 비용은 전액 회사가 부담한다.,0
"원격 의료 플랫폼 운영자의 시스템 장애는 운영 책임이며, 고객 환불은 회사가 처리한다.",0
원격 의료 플랫폼 운영자의 시스템 장애로 인한 고객 환불은 운영자 책임이다.,1
"원격근무 중 팀 협업 도구(슬랙, 노션 등)에 기록된 근무 흔적이 1시간 이상 공백으로 나타나는 경우 해당 시간을 무단이탈로 처리하여 무급 공제한다.",1
"원격근무 중 협업 도구 활동 공백은 개인 사정을 고려하며, 단순 공백을 이유로 해당 시간을 일방적으로 무급 처리하지 않는다.",0
"원무팀 수납 오류 발생 시 원인 조사를 통해 시스템 오류와 개인 과실을 구분하며, 배상 결정은 적법한 절차를 거쳐 이루어진다.",0
"원무팀 직원이 의료비 수납 오류를 발생시킨 경우, 오류 금액 전액을 해당 직원이 배상하고 배상이 완료될 때까지 급여 지급을 보류할 수 있다.",1
"원생 관리 콜을 업무로 지시하는 경우 해당 시간을 근로시간으로 인정하여 수당을 산정하며, 미이행에 따른 수당 삭감 기준은 취업규칙에 명시한다.",0
"월 1회 이상 진행되는 위생 교육, 신메뉴 교육 등 내부 교육은 근무시간 이외에 실시되며 교육 참가 시간에 대한 별도 급여를 지급하지 않는다.",1
월 영업 목표 미달 시 부족분을 급여에서 차감한다.,1
월 휴무일이 정해지지 않으며 회사의 필요에 따라 결정된다.,1
월급 외 겨울·여름 방학 급여는 50%만 지급한다.,1
월급여 중 40%는 변동급으로 분류하여 부적격 판정 시 공제할 수 있다.,1
월급여를 2주 단위로 선지급할 경우 이자를 공제한다.,1
"월급여에 모든 수당이 포괄되어 있으므로 야간 작업, 휴일 근무 여부와 무관하게 추가 수당 청구는 불가하다.",1
"월급제 근로자의 경우 당월 실 근로시간이 소정근로시간에 미달하면, 부족한 시간만큼 분 단위로 계산하여 다음 달 급여에서 차감한다.",1
"월급제 근로자의 당월 실제 근로시간이 소정근로시간에 미달하더라도, 회사의 귀책사유(휴업 등)로 인한 경우 휴업수당을 지급해야 하며 급여를 임의로 삭감하지 않는다.",0
"월별 영업 목표액 미달성 시, 부족한 실적분은 을이 자발적으로 구매한 것으로 보아 당월 급여에서 해당 금액을 차감한다.",1
"웹툰 독자 댓글 평점은 연재 공간, 마케팅 등 여러 요소를 포함하여 평가한다.",0
웹툰 연재 중 독자 댓글 평점이 낮으면 작가의 창의성 부족으로 평가한다.,1
웹툰 인기도 저하 시 계약금을 다음 시즌에서 차감할 수 있다.,1
"웹툰 작가는 주 연재 작품이 휴재 없이 납품될 것을 보장하며, 건강상의 이유로 연재가 지연될 경우 지연 1주당 위약금 100만 원을 부과한다.",1
"웹툰 작가의 연재 일정은 건강 상태 등을 고려하여 협의하며, 일방적인 위약금 부과를 통해 연재를 강제하지 않는다.",0
웹툰 작가의 연재 작품 조기 종료 시 계약 위반 위약금 명목으로 전월 계약금의 50%를 차감한다.,1
"웹툰 작가의 연재 작품 조기 종료는 상호 합의에 의해 처리하며, 일방적 위약금을 청구하지 않는다.",0
웹툰 작가의 인기도 지표가 낮으면 다음 작품 계약을 거부할 수 있다.,1
"웹툰 작가의 인기도는 시장, 홍보 등 여러 요소의 영향을 포함하여 평가한다.",0
웹툰 작가의 창작 기간을 일방적으로 단축할 수 있다.,1
웹툰 편집자의 원고 관리는 회사의 지원 체계 평가도 포함한다.,0
"웹툰 편집자의 원고 기한 변경은 출판사의 편성 결정이며, 편집자 급여에서 공제하지 않는다.",0
웹툰 편집자의 원고 기한 초과로 인한 연재 지연 페널티는 편집자 급여에서 공제된다.,1
웹툰 편집자의 원고 지연으로 인한 연재 공백은 편집자의 책임으로 간주한다.,1
"위치 추적은 금지되며, 업무상 필요로도 강제할 수 없다.",0
위탁판매계약을 체결한 판매 대리인은 독립 자영업자로서 계약 종료 시 퇴직금·연차수당 등 근로기준법상 금품 청구를 허용하지 아니한다.,1
위험 수당은 명확히 책정되어 지급된다.,0
위험한 기계나 기구를 다루는 업무에 근로자를 배치할 때에는 사전에 충분한 안전 교육을 유급 근로시간 내에 실시한다.,0
유연근무제 신청 시 업무 효율성이 떨어진다고 판단되면 거부할 수 있다.,1
유연근무제 신청은 회사의 정당한 사유가 있을 때만 거부할 수 있다.,0
유연근무제 하에서도 근로자가 청구한 반차 또는 연차휴가는 차감 일수를 8시간 소정근로시간 기준으로 명확히 산정하여 부여한다.,0
유통 매장의 상품 손상이 빈번하면 담당 직원의 부주의로 급여를 공제한다.,1
유통 점원의 고객 서비스 만족도 점수가 낮으면 급여를 감액할 수 있다.,1
유통 점원의 서비스 평가는 객관적 기준에 따라 이루어진다.,0
유통 점원의 신원 조회를 일방적으로 강제할 수 있다.,1
"유통 점원의 판매 실적은 여러 요소의 결과이며, 개인 책임만으로 평가하지 않는다.",0
유통 점원의 판매 실적이 지점 평균 이하이면 다음달 기본급을 인하할 수 있다.,1
유통 직원의 시간급 기준을 최저임금 수준으로 유지할 수 있다.,1
유통 직원의 시간급을 임의로 인하할 수 있다.,1
"유통 직원의 시급은 최저임금 이상으로 책정되며, 일방적 인하는 금지다.",0
유통 직원의 임금은 최저임금을 초과하여 책정된다.,0
유통 판매직 직원이 고객으로부터 받은 긍정 리뷰 없이 부정 리뷰만 3건 이상 누적되는 경우 구매 금액 환급 시 발생하는 비용의 일부를 직원 성과급에서 차감한다.,1
유통 회사 매출 부진을 직원의 노력 부족으로 귀속한다.,1
"유통 회사의 매출 변동은 여러 요소로 평가하며, 개인만 책임 지우지 않는다.",0
유통 회사의 상품 보관 중 변질로 인한 손실은 재고 관리자의 책임이다.,1
"유통 회사의 상품 보관 중 변질은 보관 환경 관리의 책임이며, 재고 관리자 책임이 아니다.",0
유통 회사의 상품 질 저하 책임을 판매점원의 진열 오류로 간주한다.,1
"유통 회사의 상품 회전율 저조는 상품 기획, 마케팅 등을 함께 검토한다.",0
유통 회사의 상품 회전율 저조는 판매 직원의 영업 노력 부족으로 간주한다.,1
유통 회사의 재고 회전율 저조를 판매팀의 영업 부진으로 평가한다.,1
유통 회사의 점포 폐지 시 직원의 재배치 약속이 없다.,1
"유통기한 관리 실수로 출고된 경우 원인 분석 및 절차 개선을 우선하며, 근로자 개인에게 판매 손실 전액을 배상하도록 강제하지 않는다.",0
